Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1-transprk-exptot,Parking - Total capital expenditure,EandR1,transprk,27,Transport
EandR1-transpblbus-exptot,Public Transport (Bus) - Total capital expenditure,EandR1,transpblbus,27,Transport
EandR1-transpblrail-exptot,Public Transport (Rail & Other) - Total capital expenditure,EandR1,transpblrail,27,Transport
EandR1-transahtarp-exptot,Airports - Total capital expenditure,EandR1,transahtarp,27,Transport
EandR1-transahthrbprs-exptot,Ports & Piers  - Total capital expenditure,EandR1,transahthrbprs,27,Transport
EandR1-transahttll-exptot,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Total capital expenditure",EandR1,transahttll,27,Transport
EandR1-transtot-exptot,Total Highways & Transport - Total capital expenditure,EandR1,transtot,41,Transport
EandR1-transtot-exps162b,Total Highways & Transport - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,transtot,41,Transport
EandR1-transtot-expgrandtot,Total Highways & Transport - Total capital expenditure & other transactions,EandR1,transtot,41,Transport
EandR1-sctot-exptot,Total Social Care - Total capital expenditure,EandR1,sctot,45,Social Care
EandR1-sctot-exps162b,Total Social Care - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,sctot,45,Social Care
EandR1-sctot-expgrandtot,Total Social Care - Total capital expenditure & other transactions,EandR1,sctot,45,Social Care
EandR1-phtot-exptot,Total Public Health  - Total capital expenditure,EandR1,phtot,41,Public Health
EandR1-phtot-exps162b,Total Public Health  - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,phtot,41,Public Health
EandR1-phtot-expgrandtot,Total Public Health  - Total capital expenditure & other transactions,EandR1,phtot,41,Public Health
EandR1-houshratot-exptot,Housing (HRA) - Total capital expenditure,EandR1,houshratot,27,Housing
EandR1-housgfcftot-exptot,Housing (non-HRA) - Total capital expenditure,EandR1,housgfcftot,27,Housing
EandR1-houstot-exptot,Total Housing - Total capital expenditure,EandR1,houstot,43,Housing
EandR1-houstot-explsvt,Total Housing - Payment of LSVT levy,EandR1,houstot,43,Housing
EandR1-houstot-exps162b,Total Housing - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,houstot,43,Housing
EandR1-houstot-expgrandtot,Total Housing - Total capital expenditure & other transactions,EandR1,houstot,43,Housing
EandR1-culhrt-exptot,Culture & Heritage - Total capital expenditure,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-exptot,Recreation & Sport - Total capital expenditure,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-exptot,Open Spaces - Total capital expenditure,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-exptot,Tourism - Total capital expenditure,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-exptot,Library Services - Total capital expenditure,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-exptot,Total Culture & Related Services - Total capital expenditure,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-exps162b,Total Culture & Related Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultot-expgrandtot,Total Culture & Related Services - Total capital expenditure & other transactions,EandR1,cultot,41,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-envcmt-exptot,"Cemeteries, Cremation & Mortuary - Total capital expenditure",EandR1,envcmt,27,Environment
EandR1-envcst-exptot,Coast Protection - Total capital expenditure,EandR1,envcst,27,Environment
EandR1-envcmm-exptot,Community Safety - Total capital expenditure,EandR1,envcmm,27,Environment
EandR1-envflddrn-exptot,Flood Defence & Land Drainage - Total capital expenditure,EandR1,envflddrn,27,Environment
EandR1-envagr-exptot,Agricultural & Fisheries Services - Total capital expenditure,EandR1,envagr,27,Environment
EandR1-envrglenv-exptot,Regulatory Services (Environmental Health) - Total capital expenditure,EandR1,envrglenv,27,Environment
EandR1-envrgltrd-exptot,Regulatory Services (Trading Standards) - Total capital expenditure,EandR1,envrgltrd,27,Environment
EandR1-envstr-exptot,Street Cleaning (not chargeable to highways) - Total capital expenditure,EandR1,envstr,27,Environment
EandR1-envcll-exptot,Waste Collection - Total capital expenditure,EandR1,envcll,27,Environment
EandR1-envdsp-exptot,Waste Disposal - Total capital expenditure,EandR1,envdsp,27,Environment
EandR1-envtrd-exptot,Trade Waste - Total capital expenditure,EandR1,envtrd,27,Environment
EandR1-envrcy-exptot,Recycling - Total capital expenditure,EandR1,envrcy,27,Environment
EandR1-envmin-exptot,Waste Minimisation - Total capital expenditure,EandR1,envmin,27,Environment
EandR1-envclm-exptot,Climate Change Costs - Total capital expenditure,EandR1,envclm,27,Environment
EandR1-envtot-exptot,Total Environmental & Regulatory Services - Total capital expenditure,EandR1,envtot,41,Environment
EandR1-envtot-exps162b,Total Environmental & Regulatory Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,envtot,41,Environment
EandR1-envtot-expgrandtot,Total Environmental & Regulatory Services - Total capital expenditure & other transactions,EandR1,envtot,41,Environment
EandR1-plantot-exptot,Total Planning & Development Services - Total capital expenditure,EandR1,plantot,41,Planning
EandR1-plantot-exps162b,Total Planning & Development Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,plantot,41,Planning
EandR1-plantot-expgrandtot,Total Planning & Development Services - Total capital expenditure & other transactions,EandR1,plantot,41,Planning
EandR1-digtot-exptot,Total Digital Infrastructure - Total capital expenditure,EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-exps162b,Total Digital Infrastructure - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expgrandtot,Total Digital Infrastructure - Total capital expenditure & other transactions,EandR1,digtot,41,Digital Infrastructure
EandR1-poltot-exptot,Total Police  - Total capital expenditure,EandR1,poltot,41,Police
EandR1-poltot-exps162b,Total Police  - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,poltot,41,Police
EandR1-poltot-expgrandtot,Total Police  - Total capital expenditure & other transactions,EandR1,poltot,41,Police
EandR1-frstot-exptot,Total Fire & Rescue Services - Total capital expenditure,EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-exps162b,Total Fire & Rescue Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expgrandtot,Total Fire & Rescue Services - Total capital expenditure & other transactions,EandR1,frstot,41,Fire & Rescue Services
EandR1-centot-exptot,Total Central Services - Total capital expenditure,EandR1,centot,41,Central Services
EandR1-centot-exps162b,Total Central Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,centot,41,Central Services
EandR1-centot-expgrandtot,Total Central Services - Total capital expenditure & other transactions,EandR1,centot,41,Central Services
EandR1-tradcomhous-exptot,Commercial housing - Total capital expenditure,EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomreal-exptot,Other real estate activities - Total capital expenditure,EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomfin-exptot,Finance & insurance activity - Total capital expenditure,EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomenr-exptot,Energy generation & supply - Total capital expenditure,EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomwtr-exptot,"Water supply, sewerage & remediation - Total capital expenditure",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomhsp-exptot,Hospitality & catering - Total capital expenditure,EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomoth-exptot,Other commercial activity - Total capital expenditure,EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomtot-exptot,Total Industrial & Commercial Trading - Total capital expenditure,EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradoth-exptot,Other Trading - Total capital expenditure,EandR1,tradoth,27,Trading
EandR1-tradtot-exptot,Total Trading Services - Total capital expenditure,EandR1,tradtot,41,Trading
EandR1-tradtot-exps162b,Total Trading Services - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,tradtot,41,Trading
EandR1-tradtot-expgrandtot,Total Trading Services - Total capital expenditure & other transactions,EandR1,tradtot,41,Trading
EandR1-alltot-exptot,All Services Total - Total capital expenditure,EandR1,alltot,43,All Services
EandR1-alltot-explsvt,All Services Total - Payment of LSVT levy,EandR1,alltot,43,All Services
EandR1-alltot-exps162b,All Services Total - Expenditure treated as capital by virtue of a Section 16(2)(b) Direction,EandR1,alltot,43,All Services
EandR1-alltot-expgrandtot,All Services Total - Total capital expenditure & other transactions,EandR1,alltot,43,All Services
EandR1-eduerlprm-rectng,Early Years & Primary Schools - Disposal of tangible fixed assets,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-recint,Early Years & Primary Schools - Disposal of intangible fixed assets,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-recrpy,"Early Years & Primary Schools - Repayments of grants, loans & other financial assistance",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-recinv,Early Years & Primary Schools - Disposal of investments (including share or loan capital),EandR1,eduerlprm,27,Education
EandR1-eduerlprm-rectot,Early Years & Primary Schools - Total capital receipts,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-rectotla,"Early Years & Primary Schools - Total capital receipts, of which from other local authorities",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-rectototh,"Early Years & Primary Schools - Total capital receipts, excluding from other local authorities",EandR1,eduerlprm,27,Education
EandR1-eduscn-rectng,Secondary Schools - Disposal of tangible fixed assets,EandR1,eduscn,27,Education
EandR1-eduscn-recint,Secondary Schools - Disposal of intangible fixed assets,EandR1,eduscn,27,Education
EandR1-eduscn-recrpy,"Secondary Schools - Repayments of grants, loans & other financial assistance",EandR1,eduscn,27,Education
EandR1-eduscn-recinv,Secondary Schools - Disposal of investments (including share or loan capital),EandR1,eduscn,27,Education
EandR1-eduscn-rectot,Secondary Schools - Total capital receipts,EandR1,eduscn,27,Education
EandR1-eduscn-rectotla,"Secondary Schools - Total capital receipts, of which from other local authorities",EandR1,eduscn,27,Education
EandR1-eduscn-rectototh,"Secondary Schools - Total capital receipts, excluding from other local authorities",EandR1,eduscn,27,Education
EandR1-eduspc-rectng,Special Schools & Alternative Provision - Disposal of tangible fixed assets,EandR1,eduspc,27,Education
EandR1-eduspc-recint,Special Schools & Alternative Provision - Disposal of intangible fixed assets,EandR1,eduspc,27,Education
EandR1-eduspc-recrpy,"Special Schools & Alternative Provision - Repayments of grants, loans & other financial assistance",EandR1,eduspc,27,Education
EandR1-eduspc-recinv,Special Schools & Alternative Provision - Disposal of investments (including share or loan capital),EandR1,eduspc,27,Education
EandR1-eduspc-rectot,Special Schools & Alternative Provision - Total capital receipts,EandR1,eduspc,27,Education
EandR1-eduspc-rectotla,"Special Schools & Alternative Provision - Total capital receipts, of which from other local authorities",EandR1,eduspc,27,Education
EandR1-eduspc-rectototh,"Special Schools & Alternative Provision - Total capital receipts, excluding from other local authorities",EandR1,eduspc,27,Education
EandR1-edupstoth-rectng,Post-16 Provision & Other Education - Disposal of tangible fixed assets,EandR1,edupstoth,27,Education
EandR1-edupstoth-recint,Post-16 Provision & Other Education - Disposal of intangible fixed assets,EandR1,edupstoth,27,Education
EandR1-edupstoth-recrpy,"Post-16 Provision & Other Education - Repayments of grants, loans & other financial assistance",EandR1,edupstoth,27,Education
EandR1-edupstoth-recinv,Post-16 Provision & Other Education - Disposal of investments (including share or loan capital),EandR1,edupstoth,27,Education
EandR1-edupstoth-rectot,Post-16 Provision & Other Education - Total capital receipts,EandR1,edupstoth,27,Education
EandR1-edupstoth-rectotla,"Post-16 Provision & Other Education - Total capital receipts, of which from other local authorities",EandR1,edupstoth,27,Education
EandR1-edupstoth-rectototh,"Post-16 Provision & Other Education - Total capital receipts, excluding from other local authorities",EandR1,edupstoth,27,Education
EandR1-edutot-rectng,Total Education - Disposal of tangible fixed assets,EandR1,edutot,41,Education
EandR1-edutot-recint,Total Education - Disposal of intangible fixed assets,EandR1,edutot,41,Education
EandR1-edutot-recrpy,"Total Education - Repayments of grants, loans & other financial assistance",EandR1,edutot,41,Education
EandR1-edutot-recinv,Total Education - Disposal of investments (including share or loan capital),EandR1,edutot,41,Education
EandR1-edutot-rectot,Total Education - Total capital receipts,EandR1,edutot,41,Education
EandR1-edutot-rectotla,"Total Education - Total capital receipts, of which from other local authorities",EandR1,edutot,41,Education
EandR1-edutot-rectototh,"Total Education - Total capital receipts, excluding from other local authorities",EandR1,edutot,41,Education
EandR1-transrds-rectng,"Roads, Street Lighting & Road Safety - Disposal of tangible fixed assets",EandR1,transrds,34,Transport
EandR1-transrds-recint,"Roads, Street Lighting & Road Safety - Disposal of intangible fixed assets",EandR1,transrds,34,Transport
EandR1-transrds-recrpy,"Roads, Street Lighting & Road Safety - Repayments of grants, loans & other financial assistance",EandR1,transrds,34,Transport
EandR1-transrds-recinv,"Roads, Street Lighting & Road Safety - Disposal of investments (including share or loan capital)",EandR1,transrds,34,Transport
EandR1-transrds-rectot,"Roads, Street Lighting & Road Safety - Total capital receipts",EandR1,transrds,34,Transport
EandR1-transrds-rectotla,"Roads, Street Lighting & Road Safety - Total capital receipts, of which from other local authorities",EandR1,transrds,34,Transport
EandR1-transrds-rectototh,"Roads, Street Lighting & Road Safety - Total capital receipts, excluding from other local authorities",EandR1,transrds,34,Transport
EandR1-transprk-rectng,Parking - Disposal of tangible fixed assets,EandR1,transprk,27,Transport
EandR1-transprk-recint,Parking - Disposal of intangible fixed assets,EandR1,transprk,27,Transport
EandR1-transprk-recrpy,"Parking - Repayments of grants, loans & other financial assistance",EandR1,transprk,27,Transport
EandR1-transprk-recinv,Parking - Disposal of investments (including share or loan capital),EandR1,transprk,27,Transport
EandR1-transprk-rectot,Parking - Total capital receipts,EandR1,transprk,27,Transport
EandR1-transprk-rectotla,"Parking - Total capital receipts, of which from other local authorities",EandR1,transprk,27,Transport
EandR1-transprk-rectototh,"Parking - Total capital receipts, excluding from other local authorities",EandR1,transprk,27,Transport
EandR1-transpblbus-rectng,Public Transport (Bus) - Disposal of tangible fixed assets,EandR1,transpblbus,27,Transport
EandR1-transpblbus-recint,Public Transport (Bus) - Disposal of intangible fixed assets,EandR1,transpblbus,27,Transport
EandR1-transpblbus-recrpy,"Public Transport (Bus) - Repayments of grants, loans & other financial assistance",EandR1,transpblbus,27,Transport
EandR1-transpblbus-recinv,Public Transport (Bus) - Disposal of investments (including share or loan capital),EandR1,transpblbus,27,Transport
EandR1-transpblbus-rectot,Public Transport (Bus) - Total capital receipts,EandR1,transpblbus,27,Transport
EandR1-transpblbus-rectotla,"Public Transport (Bus) - Total capital receipts, of which from other local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblbus-rectototh,"Public Transport (Bus) - Total capital receipts, excluding from other local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblrail-rectng,Public Transport (Rail & Other) - Disposal of tangible fixed assets,EandR1,transpblrail,27,Transport
EandR1-transpblrail-recint,Public Transport (Rail & Other) - Disposal of intangible fixed assets,EandR1,transpblrail,27,Transport
EandR1-transpblrail-recrpy,"Public Transport (Rail & Other) - Repayments of grants, loans & other financial assistance",EandR1,transpblrail,27,Transport
EandR1-transpblrail-recinv,Public Transport (Rail & Other) - Disposal of investments (including share or loan capital),EandR1,transpblrail,27,Transport
EandR1-transpblrail-rectot,Public Transport (Rail & Other) - Total capital receipts,EandR1,transpblrail,27,Transport
EandR1-transpblrail-rectotla,"Public Transport (Rail & Other) - Total capital receipts, of which from other local authorities",EandR1,transpblrail,27,Transport
EandR1-transpblrail-rectototh,"Public Transport (Rail & Other) - Total capital receipts, excluding from other local authorities",EandR1,transpblrail,27,Transport
EandR1-transahtarp-rectng,Airports - Disposal of tangible fixed assets,EandR1,transahtarp,27,Transport
EandR1-transahtarp-recint,Airports - Disposal of intangible fixed assets,EandR1,transahtarp,27,Transport
EandR1-transahtarp-recrpy,"Airports - Repayments of grants, loans & other financial assistance",EandR1,transahtarp,27,Transport
EandR1-transahtarp-recinv,Airports - Disposal of investments (including share or loan capital),EandR1,transahtarp,27,Transport
EandR1-transahtarp-rectot,Airports - Total capital receipts,EandR1,transahtarp,27,Transport
EandR1-transahtarp-rectotla,"Airports - Total capital receipts, of which from other local authorities",EandR1,transahtarp,27,Transport
EandR1-transahtarp-rectototh,"Airports - Total capital receipts, excluding from other local authorities",EandR1,transahtarp,27,Transport
EandR1-transahthrbprs-rectng,Ports & Piers  - Disposal of tangible fixed assets,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-recint,Ports & Piers  - Disposal of intangible fixed assets,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-recrpy,"Ports & Piers  - Repayments of grants, loans & other financial assistance",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-recinv,Ports & Piers  - Disposal of investments (including share or loan capital),EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-rectot,Ports & Piers  - Total capital receipts,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-rectotla,"Ports & Piers  - Total capital receipts, of which from other local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-rectototh,"Ports & Piers  - Total capital receipts, excluding from other local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahttll-rectng,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Disposal of tangible fixed assets",EandR1,transahttll,27,Transport
EandR1-transahttll-recint,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Disposal of intangible fixed assets",EandR1,transahttll,27,Transport
EandR1-transahttll-recrpy,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Repayments of grants, loans & other financial assistance",EandR1,transahttll,27,Transport
EandR1-transahttll-recinv,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Disposal of investments (including share or loan capital)",EandR1,transahttll,27,Transport
EandR1-transahttll-rectot,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Total capital receipts",EandR1,transahttll,27,Transport
EandR1-transahttll-rectotla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Total capital receipts, of which from other local authorities",EandR1,transahttll,27,Transport
EandR1-transahttll-rectototh,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Total capital receipts, excluding from other local authorities",EandR1,transahttll,27,Transport
EandR1-transtot-rectng,Total Highways & Transport - Disposal of tangible fixed assets,EandR1,transtot,41,Transport
EandR1-transtot-recint,Total Highways & Transport - Disposal of intangible fixed assets,EandR1,transtot,41,Transport
EandR1-transtot-recrpy,"Total Highways & Transport - Repayments of grants, loans & other financial assistance",EandR1,transtot,41,Transport
EandR1-transtot-recinv,Total Highways & Transport - Disposal of investments (including share or loan capital),EandR1,transtot,41,Transport
EandR1-transtot-rectot,Total Highways & Transport - Total capital receipts,EandR1,transtot,41,Transport
EandR1-transtot-rectotla,"Total Highways & Transport - Total capital receipts, of which from other local authorities",EandR1,transtot,41,Transport
EandR1-transtot-rectototh,"Total Highways & Transport - Total capital receipts, excluding from other local authorities",EandR1,transtot,41,Transport
EandR1-sctot-rectng,Total Social Care - Disposal of tangible fixed assets,EandR1,sctot,45,Social Care
EandR1-sctot-recint,Total Social Care - Disposal of intangible fixed assets,EandR1,sctot,45,Social Care
EandR1-sctot-recrpy,"Total Social Care - Repayments of grants, loans & other financial assistance",EandR1,sctot,45,Social Care
EandR1-sctot-recinv,Total Social Care - Disposal of investments (including share or loan capital),EandR1,sctot,45,Social Care
EandR1-sctot-rectot,Total Social Care - Total capital receipts,EandR1,sctot,45,Social Care
EandR1-sctot-rectotla,"Total Social Care - Total capital receipts, of which from other local authorities",EandR1,sctot,45,Social Care
EandR1-sctot-rectototh,"Total Social Care - Total capital receipts, excluding from other local authorities",EandR1,sctot,45,Social Care
EandR1-phtot-rectng,Total Public Health  - Disposal of tangible fixed assets,EandR1,phtot,41,Public Health
EandR1-phtot-recint,Total Public Health  - Disposal of intangible fixed assets,EandR1,phtot,41,Public Health
EandR1-phtot-recrpy,"Total Public Health  - Repayments of grants, loans & other financial assistance",EandR1,phtot,41,Public Health
EandR1-phtot-recinv,Total Public Health  - Disposal of investments (including share or loan capital),EandR1,phtot,41,Public Health
EandR1-phtot-rectot,Total Public Health  - Total capital receipts,EandR1,phtot,41,Public Health
EandR1-phtot-rectotla,"Total Public Health  - Total capital receipts, of which from other local authorities",EandR1,phtot,41,Public Health
EandR1-phtot-rectototh,"Total Public Health  - Total capital receipts, excluding from other local authorities",EandR1,phtot,41,Public Health
EandR1-houshratot-rectng,Housing (HRA) - Disposal of tangible fixed assets,EandR1,houshratot,27,Housing
EandR1-houshratot-recint,Housing (HRA) - Disposal of intangible fixed assets,EandR1,houshratot,27,Housing
EandR1-houshratot-recrpy,"Housing (HRA) - Repayments of grants, loans & other financial assistance",EandR1,houshratot,27,Housing
EandR1-houshratot-recinv,Housing (HRA) - Disposal of investments (including share or loan capital),EandR1,houshratot,27,Housing
EandR1-houshratot-rectot,Housing (HRA) - Total capital receipts,EandR1,houshratot,27,Housing
EandR1-houshratot-rectotla,"Housing (HRA) - Total capital receipts, of which from other local authorities",EandR1,houshratot,27,Housing
EandR1-houshratot-rectototh,"Housing (HRA) - Total capital receipts, excluding from other local authorities",EandR1,houshratot,27,Housing
EandR1-housgfcftot-rectng,Housing (non-HRA) - Disposal of tangible fixed assets,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-recint,Housing (non-HRA) - Disposal of intangible fixed assets,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-recrpy,"Housing (non-HRA) - Repayments of grants, loans & other financial assistance",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-recinv,Housing (non-HRA) - Disposal of investments (including share or loan capital),EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-rectot,Housing (non-HRA) - Total capital receipts,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-rectotla,"Housing (non-HRA) - Total capital receipts, of which from other local authorities",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-rectototh,"Housing (non-HRA) - Total capital receipts, excluding from other local authorities",EandR1,housgfcftot,27,Housing
EandR1-houstot-rectng,Total Housing - Disposal of tangible fixed assets,EandR1,houstot,43,Housing
EandR1-houstot-recint,Total Housing - Disposal of intangible fixed assets,EandR1,houstot,43,Housing
EandR1-houstot-recrpy,"Total Housing - Repayments of grants, loans & other financial assistance",EandR1,houstot,43,Housing
EandR1-houstot-recinv,Total Housing - Disposal of investments (including share or loan capital),EandR1,houstot,43,Housing
EandR1-houstot-rectot,Total Housing - Total capital receipts,EandR1,houstot,43,Housing
EandR1-houstot-rectotla,"Total Housing - Total capital receipts, of which from other local authorities",EandR1,houstot,43,Housing
EandR1-houstot-rectototh,"Total Housing - Total capital receipts, excluding from other local authorities",EandR1,houstot,43,Housing
EandR1-houstot-rectotss,"Total Housing - Total capital receipts, of which to be paid to the Secretary of State",EandR1,houstot,43,Housing
EandR1-culhrt-rectng,Culture & Heritage - Disposal of tangible fixed assets,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-recint,Culture & Heritage - Disposal of intangible fixed assets,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-recrpy,"Culture & Heritage - Repayments of grants, loans & other financial assistance",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-recinv,Culture & Heritage - Disposal of investments (including share or loan capital),EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-rectot,Culture & Heritage - Total capital receipts,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-rectotla,"Culture & Heritage - Total capital receipts, of which from other local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-rectototh,"Culture & Heritage - Total capital receipts, excluding from other local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-rectng,Recreation & Sport - Disposal of tangible fixed assets,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-recint,Recreation & Sport - Disposal of intangible fixed assets,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-recrpy,"Recreation & Sport - Repayments of grants, loans & other financial assistance",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-recinv,Recreation & Sport - Disposal of investments (including share or loan capital),EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-rectot,Recreation & Sport - Total capital receipts,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-rectotla,"Recreation & Sport - Total capital receipts, of which from other local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-rectototh,"Recreation & Sport - Total capital receipts, excluding from other local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-rectng,Open Spaces - Disposal of tangible fixed assets,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-recint,Open Spaces - Disposal of intangible fixed assets,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-recrpy,"Open Spaces - Repayments of grants, loans & other financial assistance",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-recinv,Open Spaces - Disposal of investments (including share or loan capital),EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-rectot,Open Spaces - Total capital receipts,EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-rectotla,"Open Spaces - Total capital receipts, of which from other local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culopn-rectototh,"Open Spaces - Total capital receipts, excluding from other local authorities",EandR1,culopn,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-rectng,Tourism - Disposal of tangible fixed assets,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-recint,Tourism - Disposal of intangible fixed assets,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-recrpy,"Tourism - Repayments of grants, loans & other financial assistance",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-recinv,Tourism - Disposal of investments (including share or loan capital),EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-rectot,Tourism - Total capital receipts,EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-rectotla,"Tourism - Total capital receipts, of which from other local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cultrs-rectototh,"Tourism - Total capital receipts, excluding from other local authorities",EandR1,cultrs,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-rectng,Library Services - Disposal of tangible fixed assets,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-recint,Library Services - Disposal of intangible fixed assets,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-recrpy,"Library Services - Repayments of grants, loans & other financial assistance",EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-recinv,Library Services - Disposal of investments (including share or loan capital),EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-cullib-rectot,Library Services - Total capital receipts,EandR1,cullib,27,Culture & Leisure (incl. Sport & Open Spaces)
