Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1D-sclrnres-exptotjfsha,"Learning Disabled: Residential Care - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,sclrnres,4,Social Care
EandR1D-sclrnres-exptotjfsla,"Learning Disabled: Residential Care - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,sclrnres,4,Social Care
EandR1D-sclrnday-exptot,Learning Disabled: Day Care - Capital expenditure on Social Care,EandR1D,sclrnday,4,Social Care
EandR1D-sclrnday-exptotjfs,"Learning Disabled: Day Care - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,sclrnday,4,Social Care
EandR1D-sclrnday-exptotjfsha,"Learning Disabled: Day Care - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,sclrnday,4,Social Care
EandR1D-sclrnday-exptotjfsla,"Learning Disabled: Day Care - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,sclrnday,4,Social Care
EandR1D-scmntres-exptot,Mentally Ill: Residential Care - Capital expenditure on Social Care,EandR1D,scmntres,4,Social Care
EandR1D-scmntres-exptotjfs,"Mentally Ill: Residential Care - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,scmntres,4,Social Care
EandR1D-scmntres-exptotjfsha,"Mentally Ill: Residential Care - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,scmntres,4,Social Care
EandR1D-scmntres-exptotjfsla,"Mentally Ill: Residential Care - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,scmntres,4,Social Care
EandR1D-scmntday-exptot,Mentally Ill: Day Care - Capital expenditure on Social Care,EandR1D,scmntday,4,Social Care
EandR1D-scmntday-exptotjfs,"Mentally Ill: Day Care - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,scmntday,4,Social Care
EandR1D-scmntday-exptotjfsha,"Mentally Ill: Day Care - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,scmntday,4,Social Care
EandR1D-scmntday-exptotjfsla,"Mentally Ill: Day Care - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,scmntday,4,Social Care
EandR1D-schiv-exptot,HIV/Aids & Alcohol/Drugs Misuse - Capital expenditure on Social Care,EandR1D,schiv,4,Social Care
EandR1D-schiv-exptotjfs,"HIV/Aids & Alcohol/Drugs Misuse - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,schiv,4,Social Care
EandR1D-schiv-exptotjfsha,"HIV/Aids & Alcohol/Drugs Misuse - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,schiv,4,Social Care
EandR1D-schiv-exptotjfsla,"HIV/Aids & Alcohol/Drugs Misuse - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,schiv,4,Social Care
EandR1D-scoth-exptot,Other - Capital expenditure on Social Care,EandR1D,scoth,4,Social Care
EandR1D-scoth-exptotjfs,"Other - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,scoth,4,Social Care
EandR1D-scoth-exptotjfsha,"Other - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,scoth,4,Social Care
EandR1D-scoth-exptotjfsla,"Other - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,scoth,4,Social Care
EandR1D-sctot-exptot,Total (C01 data from E&R1) - Capital expenditure on Social Care,EandR1D,sctot,45,Social Care
EandR1D-sctot-exptotjfs,"Total (C01 data from E&R1) - Capital expenditure on Social Care, of which on Jointly Financed Schemes (JFS)",EandR1D,sctot,45,Social Care
EandR1D-sctot-exptotjfsha,"Total (C01 data from E&R1) - Capital expenditure on Social Care, of JFS contributed by Health Authority",EandR1D,sctot,45,Social Care
EandR1D-sctot-exptotjfsla,"Total (C01 data from E&R1) - Capital expenditure on Social Care, of JFS contributed by Local Authority",EandR1D,sctot,45,Social Care
EandR1E-exps162bred-alltot,Redundancy Costs - Amount,EandR1E,exps162b,5,Capitalisation Directions (Section 16(2)(b))
EandR1E-exps162bpen-alltot,Pension Scheme Contributions - Amount,EandR1E,exps162b,5,Capitalisation Directions (Section 16(2)(b))
EandR1E-exps162bequ-alltot,Equal Pay Directions - Amount,EandR1E,exps162b,5,Capitalisation Directions (Section 16(2)(b))
EandR1E-exps162both-alltot,Other - Amount,EandR1E,exps162b,5,Capitalisation Directions (Section 16(2)(b))
EandR1E-exps162b-alltot,Total expenditure treated as capital by virtue of a Section 16(2)(b) Direction (Data from E&R1) - Amount,EandR1E,exps162b,5,Capitalisation Directions (Section 16(2)(b))
FIN1-fingrngov-amt,Grants from central government departments - Amount,FIN1,fingrngov,2,Capital Financing & Funding
FIN1-fingrngov-amthra,"Grants from central government departments - Amount, of which used to finance HRA capital expenditure",FIN1,fingrngov,2,Capital Financing & Funding
FIN1-fingrnothesif-amt,Grants from European structural & investment funds  - Amount,FIN1,fingrnothesif,2,Capital Financing & Funding
FIN1-fingrnothesif-amthra,"Grants from European structural & investment funds  - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothesif,2,Capital Financing & Funding
FIN1-fingrnothpri-amt,"Grants from private developers & leaseholders, etc. (data from FIN1A, R05, C01) - Amount",FIN1,fingrnothpri,16,Capital Financing & Funding
FIN1-fingrnothpri-amthra,"Grants from private developers & leaseholders, etc. (data from FIN1A, R05, C01) - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothpri,16,Capital Financing & Funding
FIN1-fingrnothndpb-amt,Grants from non-departmental public bodies - Amount,FIN1,fingrnothndpb,2,Capital Financing & Funding
FIN1-fingrnothndpb-amthra,"Grants from non-departmental public bodies - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothndpb,2,Capital Financing & Funding
FIN1-fingrnothlot-amt,Grants from the National Lottery - Amount,FIN1,fingrnothlot,2,Capital Financing & Funding
FIN1-fingrnothlot-amthra,"Grants from the National Lottery - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothlot,2,Capital Financing & Funding
FIN1-fingrnothgovgla-amt,Grants from GLA bodies - Amount,FIN1,fingrnothgovgla,2,Capital Financing & Funding
FIN1-fingrnothgovgla-amthra,"Grants from GLA bodies - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothgovgla,2,Capital Financing & Funding
FIN1-fingrnothgovlep-amt,Grants from Local Enterprise Partnerships - Amount,FIN1,fingrnothgovlep,2,Capital Financing & Funding
FIN1-fingrnothgovlep-amthra,"Grants from Local Enterprise Partnerships - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothgovlep,2,Capital Financing & Funding
FIN1-fingrnothgovla-amt,Grants from other local authorities - Amount,FIN1,fingrnothgovla,2,Capital Financing & Funding
FIN1-fingrnothgovla-amthra,"Grants from other local authorities - Amount, of which used to finance HRA capital expenditure",FIN1,fingrnothgovla,2,Capital Financing & Funding
FIN1-fingrn-amt,Total grants used to finance capital expenditure  - Amount,FIN1,fingrn,2,Capital Financing & Funding
FIN1-fingrn-amthra,"Total grants used to finance capital expenditure  - Amount, of which used to finance HRA capital expenditure",FIN1,fingrn,2,Capital Financing & Funding
FIN1-finrec-amt,Total capital receipts used to finance capital expenditure - Amount,FIN1,finrec,2,Capital Financing & Funding
FIN1-finrec-amthra,"Total capital receipts used to finance capital expenditure - Amount, of which used to finance HRA capital expenditure",FIN1,finrec,2,Capital Financing & Funding
FIN1-finfundhra-amt,Housing Revenue Account - Amount,FIN1,finfundhra,2,Capital Financing & Funding
FIN1-finfundhra-amthra,"Housing Revenue Account - Amount, of which used to finance HRA capital expenditure",FIN1,finfundhra,2,Capital Financing & Funding
FIN1-finfundmrr-amt,Major Repairs Reserve - Amount,FIN1,finfundmrr,2,Capital Financing & Funding
FIN1-finfundmrr-amthra,"Major Repairs Reserve - Amount, of which used to finance HRA capital expenditure",FIN1,finfundmrr,2,Capital Financing & Funding
FIN1-finfundgfra-amt,General Fund Revenue Account - Amount,FIN1,finfundgfra,2,Capital Financing & Funding
FIN1-finfundgfra-amthra,"General Fund Revenue Account - Amount, of which used to finance HRA capital expenditure",FIN1,finfundgfra,2,Capital Financing & Funding
FIN1-finfund-amt,Total revenue account resources used to finance capital expenditure - Amount,FIN1,finfund,2,Capital Financing & Funding
FIN1-finfund-amthra,"Total revenue account resources used to finance capital expenditure - Amount, of which used to finance HRA capital expenditure",FIN1,finfund,2,Capital Financing & Funding
FIN1-finothgla-amt,Loans & other financial assistance from GLA bodies - Amount,FIN1,finothgla,2,Capital Financing & Funding
FIN1-finothgla-amthra,"Loans & other financial assistance from GLA bodies - Amount, of which used to finance HRA capital expenditure",FIN1,finothgla,2,Capital Financing & Funding
FIN1-finothlep-amt,Loans & other financial assistance from Local Enterprise partnerships - Amount,FIN1,finothlep,2,Capital Financing & Funding
FIN1-finothlep-amthra,"Loans & other financial assistance from Local Enterprise partnerships - Amount, of which used to finance HRA capital expenditure",FIN1,finothlep,2,Capital Financing & Funding
FIN1-finothla-amt,Loans & other financial assistance from other local authorities  - Amount,FIN1,finothla,2,Capital Financing & Funding
FIN1-finothla-amthra,"Loans & other financial assistance from other local authorities  - Amount, of which used to finance HRA capital expenditure",FIN1,finothla,2,Capital Financing & Funding
FIN1-finothoth-amt,Other borrowing & credit arrangements not supported by central government  - Amount,FIN1,finothoth,2,Capital Financing & Funding
FIN1-finothoth-amthra,"Other borrowing & credit arrangements not supported by central government  - Amount, of which used to finance HRA capital expenditure",FIN1,finothoth,2,Capital Financing & Funding
FIN1-finothxpfi-amt,Total borrowing & credit arrangements not supported by central government (excluding PFI) - Amount,FIN1,finothxpfi,2,Capital Financing & Funding
FIN1-finothxpfi-amthra,"Total borrowing & credit arrangements not supported by central government (excluding PFI) - Amount, of which used to finance HRA capital expenditure",FIN1,finothxpfi,2,Capital Financing & Funding
FIN1-fingrandtot-amt,Total resources used to finance capital expenditure & other transactions - Amount,FIN1,fingrandtot,2,Capital Financing & Funding
FIN1-fingrandtot-amthra,"Total resources used to finance capital expenditure & other transactions - Amount, of which used to finance HRA capital expenditure",FIN1,fingrandtot,2,Capital Financing & Funding
FIN1-finothpfi-amt,On balance sheet PFI financing - Amount,FIN1,finothpfi,2,Capital Financing & Funding
FIN1-finothpfi-amthra,"On balance sheet PFI financing - Amount, of which used to finance HRA capital expenditure",FIN1,finothpfi,2,Capital Financing & Funding
FIN1-finoth-amt,Total borrowing & credit arrangements not supported by central government (including PFI) - Amount,FIN1,finoth,2,Capital Financing & Funding
FIN1-finoth-amthra,"Total borrowing & credit arrangements not supported by central government (including PFI) - Amount, of which used to finance HRA capital expenditure",FIN1,finoth,2,Capital Financing & Funding
FIN1-fingrandtotpfi-amt,"Total resources used to finance capital expenditure, other transactions & PFI - Amount",FIN1,fingrandtotpfi,2,Capital Financing & Funding
FIN1-fingrandtotpfi-amthra,"Total resources used to finance capital expenditure, other transactions & PFI - Amount, of which used to finance HRA capital expenditure",FIN1,fingrandtotpfi,2,Capital Financing & Funding
FIN1A-fingrnothpris106-amt,Section 106 payments for affordable housing (commuted sums) - Amount,FIN1A,fingrnothpri,16,Capital Financing & Funding
FIN1A-fingrnothpris106oth-amt,Other section 106 amounts - Amount,FIN1A,fingrnothpri,16,Capital Financing & Funding
FIN1A-fingrnothpricil-amt,Capital expenditure financed by the community infrastructure levy (CIL) - Amount,FIN1A,fingrnothpri,16,Capital Financing & Funding
