Data item name,Description,Form name,Theme,Theme_count,Theme_group
RO3_phsmkcnt_empl,Employees - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_run_exp,Running expenses - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_tot_exp,Total expenditure - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_sfc,"Sales, Fees and Charges - Smoking and tobacco - Wider tobacco control",RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_oth_inc,Other income - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_tot_inc,Total income - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phsmkcnt_net_cur_exp,NET current expenditure - Smoking and tobacco - Wider tobacco control,RO3,phsmkcnt,7,Public Health
RO3_phchl_empl,Employees - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phchl_run_exp,Running expenses - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phchl_tot_exp,Total expenditure - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phchl_sfc,"Sales, Fees and Charges - Children 5-19 public health programmes",RO3,phchl,7,Public Health
RO3_phchl_oth_inc,Other income - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phchl_tot_inc,Total income - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phchl_net_cur_exp,NET current expenditure - Children 5-19 public health programmes,RO3,phchl,7,Public Health
RO3_phbbymnd_empl,Employees - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbymnd_run_exp,Running expenses - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbymnd_tot_exp,Total expenditure - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbymnd_sfc,"Sales, Fees and Charges - Miscellaneous public health services - Children's 0-5 services (prescribed functions)",RO3,phbbymnd,7,Public Health
RO3_phbbymnd_oth_inc,Other income - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbymnd_tot_inc,Total income - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbymnd_net_cur_exp,NET current expenditure - Miscellaneous public health services - Children's 0-5 services (prescribed functions),RO3,phbbymnd,7,Public Health
RO3_phbbyoth_empl,Employees - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phbbyoth_run_exp,Running expenses - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phbbyoth_tot_exp,Total expenditure - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phbbyoth_sfc,"Sales, Fees and Charges - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions)",RO3,phbbyoth,7,Public Health
RO3_phbbyoth_oth_inc,Other income - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phbbyoth_tot_inc,Total income - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phbbyoth_net_cur_exp,NET current expenditure - Miscellaneous public health services - Children's 0-5 services - Other (non-prescribed functions),RO3,phbbyoth,7,Public Health
RO3_phwrk_empl,Employees - Health at work,RO3,phwrk,7,Public Health
RO3_phwrk_run_exp,Running expenses - Health at work,RO3,phwrk,7,Public Health
RO3_phwrk_tot_exp,Total expenditure - Health at work,RO3,phwrk,7,Public Health
RO3_phwrk_sfc,"Sales, Fees and Charges - Health at work",RO3,phwrk,7,Public Health
RO3_phwrk_oth_inc,Other income - Health at work,RO3,phwrk,7,Public Health
RO3_phwrk_tot_inc,Total income - Health at work,RO3,phwrk,7,Public Health
RO3_phwrk_net_cur_exp,NET current expenditure - Health at work,RO3,phwrk,7,Public Health
RO3_phmnt_empl,Employees - Public mental health,RO3,phmnt,7,Public Health
RO3_phmnt_run_exp,Running expenses - Public mental health,RO3,phmnt,7,Public Health
RO3_phmnt_tot_exp,Total expenditure - Public mental health,RO3,phmnt,7,Public Health
RO3_phmnt_sfc,"Sales, Fees and Charges - Public mental health",RO3,phmnt,7,Public Health
RO3_phmnt_oth_inc,Other income - Public mental health,RO3,phmnt,7,Public Health
RO3_phmnt_tot_inc,Total income - Public mental health,RO3,phmnt,7,Public Health
RO3_phmnt_net_cur_exp,NET current expenditure - Public mental health,RO3,phmnt,7,Public Health
RO3_phmsc_empl,Employees - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phmsc_run_exp,Running expenses - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phmsc_tot_exp,Total expenditure - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phmsc_sfc,"Sales, Fees and Charges - Miscellaneous public health services",RO3,phmsc,7,Public Health
RO3_phmsc_oth_inc,Other income - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phmsc_tot_inc,Total income - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phmsc_net_cur_exp,NET current expenditure - Miscellaneous public health services,RO3,phmsc,7,Public Health
RO3_phtot_empl,Employees - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phtot_run_exp,Running expenses - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phtot_tot_exp,Total expenditure - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phtot_sfc,"Sales, Fees and Charges - TOTAL PUBLIC HEALTH",RO3,phtot,7,Public Health
RO3_phtot_oth_inc,Other income - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phtot_tot_inc,Total income - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phtot_net_cur_exp,NET current expenditure - TOTAL PUBLIC HEALTH,RO3,phtot,7,Public Health
RO3_phttt_empl,"Employees - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_run_exp,"Running expenses - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_tot_exp,"Total expenditure - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_sfc,"Sales, Fees and Charges - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_oth_inc,"Other income - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_tot_inc,"Total income - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phttt_net_cur_exp,"NET current expenditure - Test, track and trace and outbreak planning",RO3,phttt,7,Public Health
RO3_phcvd19_empl,Employees - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phcvd19_run_exp,Running expenses - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phcvd19_tot_exp,Total expenditure - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phcvd19_sfc,"Sales, Fees and Charges - Other public health spend relating to COVID-19",RO3,phcvd19,7,Public Health
RO3_phcvd19_oth_inc,Other income - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phcvd19_tot_inc,Total income - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phcvd19_net_cur_exp,NET current expenditure - Other public health spend relating to COVID-19,RO3,phcvd19,7,Public Health
RO3_phprmcarservprov_gp_net_cur_exp,NET current expenditure - General Practice Services (included above within total public health),RO3,phprmcarservprov,4,Public Health
RO3_phprmcarservprov_dent_net_cur_exp,NET current expenditure - Dental Services (included above within total public health),RO3,phprmcarservprov,4,Public Health
RO3_phprmcarservprov_pharm_net_cur_exp,NET current expenditure - Pharmaceutical Services and Locally Commissioned Services from Pharmacies (included above within total public health),RO3,phprmcarservprov,4,Public Health
RO3_phprmcarservprov_eye_net_cur_exp,NET current expenditure - Eye Care Services (included above within total public health),RO3,phprmcarservprov,4,Public Health
RO3_phsup_anc_exp_csc_empl,Employees - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_run_exp,Running expenses - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_tot_exp,Total expenditure - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_sfc,"Sales, Fees and Charges - Supporting people ancillary expenditure included above within total children social care",RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_oth_inc,Other income - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_tot_inc,Total income - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_csc_net_cur_exp,NET current expenditure - Supporting people ancillary expenditure included above within total children social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_empl,Employees - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_run_exp,Running expenses - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_tot_exp,Total expenditure - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_sfc,"Sales, Fees and Charges - Supporting people ancillary expenditure included above within total adult social care",RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_oth_inc,Other income - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_tot_inc,Total income - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_phsup_anc_exp_asc_net_cur_exp,NET current expenditure - Supporting people ancillary expenditure included above within total adult social care,RO3,phsup,14,Public Health
RO3_asctotppe_empl,Employees - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_run_exp,Running expenses - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_tot_exp,Total expenditure - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_sfc,"Sales, Fees and Charges - of which for Personal Protective Equipment",RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_oth_inc,Other income - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_tot_inc,Total income - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_asctotppe_net_cur_exp,NET current expenditure - of which for Personal Protective Equipment,RO3,asctotppe,7,Adult Social Care
RO3_csclkdres_net_cur_exp,Net Current Expenditure - Children's social care - of which residential care,RO3,csclkdres,7,Children’s Social Care
RO3_cscsvmem_run_exp,Children's social care- memorandum item 'of which agency staff costs',RO3,cscsvmem,1,Children’s Social Care
RO3_ascsvmem_run_exp,Adult social care - memorandum item 'of which agency staff costs',RO3,ascsvmem,1,Adult Social Care
RO3_phsvmem_run_exp,Public Health- memorandum item 'of which agency staff costs',RO3,phsvmem,1,Public Health
RO4_housgfcfstr_hous_str_adv_enb_empl,"Employees - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_run_exp,"Running expenses - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_tot_exp,"Total expenditure - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_sfc,"Sales, Fees and Charges - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_oth_inc,"Other income - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_tot_inc,"Total income - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_str_adv_enb_net_cur_exp,"NET current expenditure - Housing strategy, advice and enabling",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_empl,Employees - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_run_exp,Running expenses - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_tot_exp,Total expenditure - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_sfc,"Sales, Fees and Charges - Housing advances",RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_oth_inc,Other income - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_tot_inc,Total income - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfstr_hous_adv_net_cur_exp,NET current expenditure - Housing advances,RO4,housgfcfstr,14,Housing
RO4_housgfcfhml_tmp_acc_sub_empl,Employees - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_run_exp,Running expenses - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_tot_exp,Total expenditure - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_sfc,"Sales, Fees and Charges - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_oth_inc,Other income - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_tot_inc,Total income - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_tmp_acc_sub_net_cur_exp,NET current expenditure - SUB-TOTAL Temporary Accommodation (lines 39-46 and 48),RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_empl,"Employees - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_run_exp,"Running expenses - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_tot_exp,"Total expenditure - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_sfc,"Sales, Fees and Charges - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_oth_inc,"Other income - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_tot_inc,"Total income - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housgfcfhml_hml_prv_spp_sub_net_curr_exp,"NET current expenditure - SUB-TOTAL Homelessness Prevention, Administration and Support (lines 47, 49 and 50)",RO4,housgfcfhml,168,Housing
RO4_housprvsecrnw_adm_rpr_imp_empl,Employees - Administration of financial support for repairs and improvements,RO4,housprvsecrnw,14,Housing
RO4_housprvsecrnw_adm_rpr_imp_run_exp,Running expenses - Administration of financial support for repairs and improvements,RO4,housprvsecrnw,14,Housing
RO4_housprvsecrnw_adm_rpr_imp_tot_exp,Total expenditure - Administration of financial support for repairs and improvements,RO4,housprvsecrnw,14,Housing
RO4_housprvsecrnw_adm_rpr_imp_sfc,"Sales, Fees and Charges - Administration of financial support for repairs and improvements",RO4,housprvsecrnw,14,Housing
